Taille;Morphologie;Methode;Nb_visites;Temps
1600;non_ABR_quelconque;naif;8;0.000
1600;non_ABR_quelconque;definition;12;0.000
1600;non_ABR_quelconque;infixe;10;0.000
1700;ABR_complet;naif;5079;0.011
1700;ABR_complet;definition;1700;0.007
1700;ABR_complet;infixe;1700;0.007
1700;non_ABR_complet;naif;21;0.000
1700;non_ABR_complet;definition;12;0.000
1700;non_ABR_complet;infixe;11;0.000
1700;ABR_filiforme;naif;5096;0.015
1700;ABR_filiforme;definition;1700;0.013
1700;ABR_filiforme;infixe;1700;0.010
1700;non_ABR_filiforme;naif;18;0.000
1700;non_ABR_filiforme;definition;1700;0.009
1700;non_ABR_filiforme;infixe;11;0.000
1700;ABR_quelconque;naif;5089;0.011
1700;ABR_quelconque;definition;1700;0.009
1700;ABR_quelconque;infixe;1700;0.007
1700;non_ABR_quelconque;naif;23;0.000
1700;non_ABR_quelconque;definition;8;0.000
1700;non_ABR_quelconque;infixe;8;0.000
1800;ABR_complet;naif;5379;0.011
1800;ABR_complet;definition;1800;0.009
1800;ABR_complet;infixe;1800;0.007
1800;non_ABR_complet;naif;11;0.000
1800;non_ABR_complet;definition;12;0.000
1800;non_ABR_complet;infixe;11;0.000
1800;ABR_filiforme;naif;5397;0.015
1800;ABR_filiforme;definition;1800;0.013
1800;ABR_filiforme;infixe;1800;0.011
1800;non_ABR_filiforme;naif;2;0.000
1800;non_ABR_filiforme;definition;1800;0.009
1800;non_ABR_filiforme;infixe;4;0.000
1800;ABR_quelconque;naif;5381;0.013
1800;ABR_quelconque;definition;1800;0.009
1800;ABR_quelconque;infixe;1800;0.007
1800;non_ABR_quelconque;naif;6;0.000
1800;non_ABR_quelconque;definition;13;0.000
1800;non_ABR_quelconque;infixe;13;0.000
1900;ABR_complet;naif;5679;0.011
1900;ABR_complet;definition;1900;0.010
1900;ABR_complet;infixe;1900;0.007
1900;non_ABR_complet;naif;11;0.000
1900;non_ABR_complet;definition;12;0.000
1900;non_ABR_complet;infixe;11;0.000
1900;ABR_filiforme;naif;5695;0.016
1900;ABR_filiforme;definition;1900;0.013
1900;ABR_filiforme;infixe;1900;0.012
1900;non_ABR_filiforme;naif;4;0.000
1900;non_ABR_filiforme;definition;1900;0.010
1900;non_ABR_filiforme;infixe;4;0.000
1900;ABR_quelconque;naif;5683;0.014
1900;ABR_quelconque;definition;1900;0.009
1900;ABR_quelconque;infixe;1900;0.007
1900;non_ABR_quelconque;naif;7;0.000
1900;non_ABR_quelconque;definition;11;0.000
1900;non_ABR_quelconque;infixe;11;0.000
2000;ABR_complet;naif;5979;0.012
2000;ABR_complet;definition;2000;0.009
2000;ABR_complet;infixe;2000;0.007
2000;non_ABR_complet;naif;49;0.000
2000;non_ABR_complet;definition;12;0.000
2000;non_ABR_complet;infixe;11;0.001
2000;ABR_filiforme;naif;5993;0.017
2000;ABR_filiforme;definition;2000;0.014
2000;ABR_filiforme;infixe;2000;0.012
2000;non_ABR_filiforme;naif;5;0.000
2000;non_ABR_filiforme;definition;2000;0.011
2000;non_ABR_filiforme;infixe;5;0.000
2000;ABR_quelconque;naif;5983;0.014
2000;ABR_quelconque;definition;2000;0.009
2000;ABR_quelconque;infixe;2000;0.008
2000;non_ABR_quelconque;naif;11;0.000
2000;non_ABR_quelconque;definition;19;0.000
2000;non_ABR_quelconque;infixe;8;0.000
3000;ABR_complet;naif;8977;0.019
3000;ABR_complet;definition;3000;0.015
3000;ABR_complet;infixe;3000;0.011
3000;non_ABR_complet;naif;11;0.000
3000;non_ABR_complet;definition;13;0.000
3000;non_ABR_complet;infixe;12;0.000
3000;ABR_filiforme;naif;8997;0.027
3000;ABR_filiforme;definition;3000;0.021
3000;ABR_filiforme;infixe;3000;0.020
3000;non_ABR_filiforme;naif;3;0.000
3000;non_ABR_filiforme;definition;3000;0.016
3000;non_ABR_filiforme;infixe;3;0.000
3000;ABR_quelconque;naif;8982;0.021
3000;ABR_quelconque;definition;3000;0.014
3000;ABR_quelconque;infixe;3000;0.012
3000;non_ABR_quelconque;naif;7;0.000
3000;non_ABR_quelconque;definition;12;0.000
3000;non_ABR_quelconque;infixe;12;0.000
4000;ABR_complet;naif;11977;0.025
4000;ABR_complet;definition;4000;0.018
4000;ABR_complet;infixe;4000;0.015
4000;non_ABR_complet;naif;12;0.000
4000;non_ABR_complet;definition;13;0.001
4000;non_ABR_complet;infixe;12;0.000
4000;ABR_filiforme;naif;11995;0.036
4000;ABR_filiforme;definition;4000;0.028
4000;ABR_filiforme;infixe;4000;0.025
4000;non_ABR_filiforme;naif;10;0.000
4000;non_ABR_filiforme;definition;4000;0.022
4000;non_ABR_filiforme;infixe;4;0.000
4000;ABR_quelconque;naif;11984;0.027
4000;ABR_quelconque;definition;4000;0.019
4000;ABR_quelconque;infixe;4000;0.016
4000;non_ABR_quelconque;naif;8;0.000
4000;non_ABR_quelconque;definition;14;0.000
4000;non_ABR_quelconque;infixe;8;0.000
5000;ABR_complet;naif;14975;0.031
5000;ABR_complet;definition;5000;0.025
5000;ABR_complet;infixe;5000;0.019
5000;non_ABR_complet;naif;12;0.000
5000;non_ABR_complet;definition;14;0.000
5000;non_ABR_complet;infixe;13;0.000
5000;ABR_filiforme;naif;14996;0.044
5000;ABR_filiforme;definition;5000;0.036
5000;ABR_filiforme;infixe;5000;0.030
5000;non_ABR_filiforme;naif;5;0.000
5000;non_ABR_filiforme;definition;5000;0.026
5000;non_ABR_filiforme;infixe;5;0.000
5000;ABR_quelconque;naif;14981;0.035
5000;ABR_quelconque;definition;5000;0.025
5000;ABR_quelconque;infixe;5000;0.020
5000;non_ABR_quelconque;naif;24;0.000
5000;non_ABR_quelconque;definition;14;0.000
5000;non_ABR_quelconque;infixe;14;0.000
6000;ABR_complet;naif;17975;0.038
6000;ABR_complet;definition;6000;0.033
6000;ABR_complet;infixe;6000;0.035
6000;non_ABR_complet;naif;12;0.000
6000;non_ABR_complet;definition;14;0.001
6000;non_ABR_complet;infixe;14;0.000
6000;ABR_filiforme;naif;17997;0.072
6000;ABR_filiforme;definition;6000;0.044
6000;ABR_filiforme;infixe;6000;0.037
6000;non_ABR_filiforme;naif;5;0.000
6000;non_ABR_filiforme;definition;6000;0.033
6000;non_ABR_filiforme;infixe;3;0.000
6000;ABR_quelconque;naif;17973;0.042
6000;ABR_quelconque;definition;6000;0.029
6000;ABR_quelconque;infixe;6000;0.024
6000;non_ABR_quelconque;naif;23;0.000
6000;non_ABR_quelconque;definition;16;0.000
6000;non_ABR_quelconque;infixe;7;0.000
7000;ABR_complet;naif;20975;0.041
7000;ABR_complet;definition;7000;0.036
7000;ABR_complet;infixe;7000;0.028
7000;non_ABR_complet;naif;13;0.000
7000;non_ABR_complet;definition;14;0.000
7000;non_ABR_complet;infixe;14;0.000
7000;ABR_filiforme;naif;20997;0.074
7000;ABR_filiforme;definition;7000;0.050
7000;ABR_filiforme;infixe;7000;0.042
7000;non_ABR_filiforme;naif;3;0.000
7000;non_ABR_filiforme;definition;7000;0.038
7000;non_ABR_filiforme;infixe;3;0.000
7000;ABR_quelconque;naif;20978;0.048
7000;ABR_quelconque;definition;7000;0.035
7000;ABR_quelconque;infixe;7000;0.027
7000;non_ABR_quelconque;naif;8;0.000
7000;non_ABR_quelconque;definition;17;0.000
7000;non_ABR_quelconque;infixe;14;0.000
8000;ABR_complet;naif;23975;0.046
8000;ABR_complet;definition;8000;0.041
8000;ABR_complet;infixe;8000;0.030
8000;non_ABR_complet;naif;13;0.000
8000;non_ABR_complet;definition;14;0.000
8000;non_ABR_complet;infixe;14;0.000
8000;ABR_filiforme;naif;23997;0.083
8000;ABR_filiforme;definition;8000;0.059
8000;ABR_filiforme;infixe;8000;0.048
8000;non_ABR_filiforme;naif;8;0.000
8000;non_ABR_filiforme;definition;8000;0.045
8000;non_ABR_filiforme;infixe;7;0.000
8000;ABR_quelconque;naif;23984;0.056
8000;ABR_quelconque;definition;8000;0.041
8000;ABR_quelconque;infixe;8000;0.031
8000;non_ABR_quelconque;naif;10;0.000
8000;non_ABR_quelconque;definition;7;0.000
8000;non_ABR_quelconque;infixe;7;0.000
9000;ABR_complet;naif;26973;0.054
9000;ABR_complet;definition;9000;0.043
9000;ABR_complet;infixe;9000;0.034
9000;non_ABR_complet;naif;13;0.000
9000;non_ABR_complet;definition;15;0.000
9000;non_ABR_complet;infixe;14;0.000
9000;ABR_filiforme;naif;26996;0.092
9000;ABR_filiforme;definition;9000;0.066
9000;ABR_filiforme;infixe;9000;0.055
9000;non_ABR_filiforme;naif;16;0.000
9000;non_ABR_filiforme;definition;9000;0.051
9000;non_ABR_filiforme;infixe;6;0.000
9000;ABR_quelconque;naif;26981;0.064
9000;ABR_quelconque;definition;9000;0.047
9000;ABR_quelconque;infixe;9000;0.038
9000;non_ABR_quelconque;naif;11;0.000
9000;non_ABR_quelconque;definition;15;0.000
9000;non_ABR_quelconque;infixe;8;0.000
10000;ABR_complet;naif;29973;0.060
10000;ABR_complet;definition;10000;0.050
10000;ABR_complet;infixe;10000;0.038
10000;non_ABR_complet;naif;25;0.000
10000;non_ABR_complet;definition;18;0.000
10000;non_ABR_complet;infixe;15;0.000
10000;ABR_filiforme;naif;29997;0.104
10000;ABR_filiforme;definition;10000;0.073
10000;ABR_filiforme;infixe;10000;0.062
10000;non_ABR_filiforme;naif;12;0.000
10000;non_ABR_filiforme;definition;10000;0.056
10000;non_ABR_filiforme;infixe;11;0.000
10000;ABR_quelconque;naif;29984;0.073
10000;ABR_quelconque;definition;10000;0.051
10000;ABR_quelconque;infixe;10000;0.039
10000;non_ABR_quelconque;naif;17;0.000
10000;non_ABR_quelconque;definition;14;0.000
10000;non_ABR_quelconque;infixe;12;0.000
20000;ABR_complet;naif;59971;0.122
20000;ABR_complet;definition;20000;0.103
20000;ABR_complet;infixe;20000;0.076
20000;non_ABR_complet;naif;40;0.000
20000;non_ABR_complet;definition;16;0.000
20000;non_ABR_complet;infixe;15;0.000
20000;ABR_filiforme;naif;59997;0.245
20000;ABR_filiforme;definition;20000;0.149
20000;ABR_filiforme;infixe;20000;0.131
20000;non_ABR_filiforme;naif;3;0.000
20000;non_ABR_filiforme;definition;20000;0.117
20000;non_ABR_filiforme;infixe;3;0.000
20000;ABR_quelconque;naif;59981;0.209
20000;ABR_quelconque;definition;20000;0.129
20000;ABR_quelconque;infixe;20000;0.093
20000;non_ABR_quelconque;naif;18;0.000
20000;non_ABR_quelconque;definition;12;0.000
20000;non_ABR_quelconque;infixe;11;0.000
30000;ABR_complet;naif;89971;0.184
30000;ABR_complet;definition;30000;0.155
30000;ABR_complet;infixe;30000;0.118
30000;non_ABR_complet;naif;15;0.000
30000;non_ABR_complet;definition;16;0.000
30000;non_ABR_complet;infixe;15;0.000
30000;ABR_filiforme;naif;89997;0.385
30000;ABR_filiforme;definition;30000;0.242
30000;ABR_filiforme;infixe;30000;0.231
30000;non_ABR_filiforme;naif;5;0.000
30000;non_ABR_filiforme;definition;30000;0.195
30000;non_ABR_filiforme;infixe;5;0.000
30000;ABR_quelconque;naif;89978;0.406
30000;ABR_quelconque;definition;30000;0.232
30000;ABR_quelconque;infixe;30000;0.197
30000;non_ABR_quelconque;naif;14;0.000
30000;non_ABR_quelconque;definition;9;0.000
30000;non_ABR_quelconque;infixe;9;0.000
